keyword,Title,Reviews,Review_points,Address,Country,City,State,Website,Phone,Latitude,Longitude,Category,Kecamatan,Kelurahan,Pasar_Amount,Landmark_Amount,Price_Range_Rp 100–125K,Price_Range_Rp 150–175K,"Price_Range_Rp 1–25,000","Price_Range_Rp 1–50,000","Price_Range_Rp 250,000+",Price_Range_Rp 25–50K,Price_Range_Rp 25–75K,Price_Range_Rp 50–100K,Price_Range_Rp 50–75K,Price_Range_Rp 75–100K,Busiest_time_Monday,Busiest_time_Tuesday,Busiest_time_Wednesday,Busiest_time_Thursday,Busiest_time_Friday,Busiest_time_Saturday,Busiest_time_Sunday,Populations_2023,Competitor,Review_rate,Average_review_points,Average_reviews,Max_reviews,Min_reviews,Success_rate,Success_rate_category_minor,Success_rate_category_major
Warung Kopi di Malang,Kauman Coffee,109.0,4.7,"Jl. Merdeka Barat No.9, RW.3, Kauman, Kec. Klojen, Kota Malang, Jawa Timur 65119, Indonesia",ID,Malang City,East Java,Tidak Ada,+62 896-6411-1388,-7.9817921,112.6299839,Minuman,Klojen,Kauman,10.0,6.0,False,False,True,False,False,False,False,False,False,False,9AM,7PM,9PM,8PM,6PM,9AM,10AM,9063,15,5082.0,4.43,1342.15,7391.0,2.0,338.8,0.0,338.8
Warung Makan di Malang,Warung Bu Ikhsan,3.0,5.0,"Jl. Dokter Cipto B (Timur Rel Kereta No.21, Rampal Celaket, Kec. Klojen, Kota Malang, Jawa Timur 65111, Indonesia",ID,Malang City,East Java,Tidak Ada,Tidak Ada,-7.9692001,112.6370106,Warung,Klojen,Klojen,45.0,20.0,False,False,True,False,False,False,False,False,False,False,6PM,6PM,12PM,7AM,7AM,9AM,8PM,5928,53,12486.890738569753,4.53,847.21,21451.0,1.0,235.6,0.0,235.6
Warung Makan di Malang,Warung Makan Minul,4.0,5.0,"Depan ruko pasar, Jl. S. Supriadi, Pasar, Sukun, Kec. Sukun, Kota Malang, Jawa Timur 65147, Indonesia",ID,Malang City,East Java,Tidak Ada,+62 813-5873-4490,-7.9968413,112.6195877,Warung,Sukun,Sukun,9.0,17.0,False,False,True,False,False,False,False,False,False,False,7PM,7PM,7PM,7PM,7PM,7PM,7PM,19320,8,1672.6953692848767,4.57,648.53,4413.0,4.0,209.09,0.0,209.09
Warung Kopi di Malang,warung kuning,287.0,4.7,"Jl. Bendungan Sutami No.2, Sumbersari, Kec. Lowokwaru, Kota Malang, Jawa Timur 65145, Indonesia",ID,Malang City,East Java,Tidak Ada,+62 812-3340-2693,-7.9636516,112.6137009,Warung,Lowokwaru,Lowokwaru,33.0,79.0,False,False,True,False,False,False,False,False,False,False,7AM,7AM,8AM,8AM,7AM,9AM,10AM,19407,28,7638.795369284877,4.55,621.97,8486.0,1.0,272.81,0.0,272.81
Warung Makan di Malang,WARUNG PAKDHE SUKARI,4.0,4.8,"Jl. Perdana Kusuma No.Kav-2, Cemorokandang, Kec. Kedungkandang, Kota Malang, Jawa Timur 65138, Indonesia",ID,Malang City,East Java,Tidak Ada,+62 812-4948-2600,-7.9819153,112.682927,Warung,Kedungkandang,Cemorokandang,0.0,0.0,False,False,True,False,False,False,False,False,False,False,6AM,1AM,4PM,9AM,7PM,8AM,2PM,14316,1,4.4,4.6,31.0,58.0,4.0,4.4,4.4,0.0
Warung Makan di Malang,Warung Mak Nyak,9.0,5.0,"Jalan Sumbersari Gang 1A No. 56, Ketawanggede, Lowokwaru, Sumbersari, Lowokwaru, Malang City, East Java 65144, Indonesia",ID,Malang City,East Java,Tidak Ada,Tidak Ada,-7.9522003,112.6085575,Warung,Lowokwaru,Ketawanggede,0.0,33.0,False,False,True,False,False,False,False,False,False,False,7PM,7PM,7PM,7PM,7PM,7PM,7PM,5046,9,1402.05,4.55,285.07,2578.0,1.0,155.78,0.0,155.78
Warung Kopi di Malang,Sido Mulia Coffee And Grocery Store,231.0,4.6,"Jl. Cokroaminoto No.2 B, RW.3, Klojen, Kec. Klojen, Kota Malang, Jawa Timur 65111, Indonesia",ID,Malang City,East Java,Tidak Ada,+62 341 362467,-7.9731345,112.6367749,Minuman,Klojen,Klojen,45.0,20.0,False,False,True,False,False,False,False,False,False,False,7PM,7PM,7PM,7PM,7PM,7PM,7PM,5928,48,15239.695369284877,4.53,847.21,21451.0,1.0,317.49,0.0,317.49
Warung Makan di Malang,Warung Nasi Barokah,7.0,3.9,"Jl.Mayjen Sungkono Bedak No.5 Selatan terminal Hamid Rusdi Bumiay, Kedungkandang, Wonokoyo, Kec. Kedungkandang, Kota Malang, Jawa Timur 65135, Indonesia",ID,Malang City,East Java,Tidak Ada,+62 895-0950-7589,-8.026672,112.642995,Olahan Nasi,Kedungkandang,Kedungkandang,10.0,10.0,False,False,True,False,False,False,False,False,False,False,1PM,5PM,8PM,4PM,11AM,1PM,2PM,11781,5,1044.0,4.58,367.15,2077.0,1.0,208.8,208.8,0.0
Warung Makan di Malang,Warung Seribu Bambu Ikan Bakar,11.0,3.8,"Ijen St No.89, Oro-oro Dowo, Klojen, Malang City, East Java 65119, Indonesia",ID,Malang City,East Java,Tidak Ada,+62 811-332-799,-7.9630521,112.6252422,Seafood,Klojen,Klojen,45.0,20.0,False,False,True,False,False,False,False,False,False,False,4PM,9AM,8PM,2PM,2PM,3PM,3PM,5928,5,6541.45,4.53,847.21,21451.0,1.0,1308.29,1308.29,0.0
Warung Makan di Malang,Warung Pinang,3.0,4.7,"Jl. MT. Haryono No.196, Dinoyo, Kec. Lowokwaru, Kota Malang, Jawa Timur 65144, Indonesia",ID,Malang City,East Java,Tidak Ada,+62 822-5706-2895,-7.9373741,112.6062292,Warung,Lowokwaru,Dinoyo,4.0,26.0,False,False,True,False,False,False,False,False,False,False,7PM,7PM,7PM,7PM,7PM,7PM,7PM,11217,9,324.7,4.57,276.87,1131.0,1.0,36.08,0.0,36.08
Warung Kopi di Malang,Toko Kopi Abah,228.0,4.7,"Jl. Cokroaminoto No.3 Kios A, Pasar, Klojen, Malang City, East Java 65111, Indonesia",ID,Malang City,East Java,Tidak Ada,+62 812-3257-5739,-7.9727486,112.6367082,Minuman,Klojen,Klojen,45.0,20.0,False,False,True,False,False,False,False,False,False,False,10PM,10PM,10PM,10PM,10PM,10PM,9PM,5928,48,15239.695369284877,4.53,847.21,21451.0,1.0,317.49,0.0,317.49
Warung Kopi di Malang,Warung Kopi Aroma,153.0,4.3,"Jl. Bogor No.11, Sumbersari, Kec. Lowokwaru, Kota Malang, Jawa Timur 65145, Indonesia",ID,Malang City,East Java,Tidak Ada,+62 813-3395-3367,-7.9618021,112.6210638,Minuman,Lowokwaru,Lowokwaru,33.0,79.0,False,False,True,False,False,False,False,False,False,False,7PM,7PM,7PM,7PM,7PM,7PM,7PM,19407,29,11246.75,4.55,621.97,8486.0,1.0,387.82,0.0,387.82
Warung Makan di Malang,Warung Mbak Jam,4.0,4.0,"Pasar Dinoyo Lantai Dasar Blok B-11 No. 6-11, Jl. MT. Haryono, Dinoyo, Kec. Lowokwaru, Kota Malang, Jawa Timur 65144, Indonesia",ID,Malang City,East Java,Tidak Ada,+62 813-3479-6053,-7.944539,112.611075,Warung,Lowokwaru,Dinoyo,4.0,26.0,False,False,True,False,False,False,False,False,False,False,1PM,1PM,10AM,4AM,5AM,12PM,5AM,11217,9,324.7,4.57,276.87,1131.0,1.0,36.08,0.0,36.08
Warung Makan di Malang,Warung Nasi Goreng Bu Amin,11.0,4.9,"Jl. J.Agung Suprapto IIB No.292, Samaan, Kec. Klojen, Kota Malang, Jawa Timur 65112, Indonesia",ID,Malang City,East Java,Tidak Ada,Tidak Ada,-7.9653542,112.6319698,Olahan Nasi,Klojen,Klojen,45.0,20.0,False,False,True,False,False,False,False,False,False,False,7PM,7PM,7PM,7PM,7PM,7PM,7PM,5928,12,2439.3,4.53,847.21,21451.0,1.0,203.28,0.0,203.28
Warung Kopi di Malang,Warung Gudang Kopi,19.0,4.6,"Jalan Sawojajar Gang 7 No. 11A, Sawojajar, Kedungkandang, Sawojajar, Kec. Kedungkandang, Kota Malang, Jawa Timur 65139, Indonesia",ID,Malang City,East Java,Tidak Ada,+62 813-3468-4314,-7.975987,112.653648,Minuman,Kedungkandang,Kedungkandang,10.0,10.0,False,False,True,False,False,False,False,False,False,False,7PM,7PM,7PM,7PM,7PM,7PM,7PM,11781,5,381.65,4.58,367.15,2077.0,1.0,76.33,76.33,0.0
Warung Makan di Malang,Fenix Restaurant - Gets Hotel Malang,7.0,4.6,"Gets Hotel Malang, Jl. Brigjend Slamet Riadi No.38 Lt. 2, Oro-oro Dowo, Kec. Klojen, Kota Malang, Jawa Timur 65119, Indonesia",ID,Malang City,East Java,http://www.getshotels.com/malang/dining/fenix-restaurant,Tidak Ada,-7.9715776,112.6287526,Restoran,Klojen,Klojen,45.0,20.0,False,False,True,False,False,False,False,False,False,False,9AM,12PM,3PM,5PM,2AM,5PM,3PM,5928,22,14601.381477139506,4.53,847.21,21451.0,1.0,663.7,0.0,663.7
Warung Kopi di Malang,Warung Kopi WK24,81.0,4.6,"Jl. Danau Jonge No.01, Madyopuro, Kec. Kedungkandang, Kota Malang, Jawa Timur 65139, Indonesia",ID,Malang City,East Java,Tidak Ada,Tidak Ada,-7.9734486,112.6687554,Minuman,Kedungkandang,Kedungkandang,10.0,10.0,False,False,True,False,False,False,False,False,False,False,4PM,11AM,1PM,10AM,5PM,3PM,8AM,11781,5,381.65,4.58,367.15,2077.0,1.0,76.33,76.33,0.0
Warung Makan di Malang,Warung SS,7.0,4.7,"Jl. Jakarta Dalam No.121, Penanggungan, Kec. Klojen, Kota Malang, Jawa Timur 65113, Indonesia",ID,Malang City,East Java,Tidak Ada,Tidak Ada,-7.9627742,112.6240951,Warung,Klojen,Klojen,45.0,20.0,False,False,True,False,False,False,False,False,False,False,7PM,7PM,7PM,7PM,7PM,7PM,7PM,5928,53,12486.890738569753,4.53,847.21,21451.0,1.0,235.6,0.0,235.6
Warung Makan di Malang,Warung Dinda,1.0,5.0,"Jl. Mayjen Hariyono Jl. MT. Haryono No.180, Dinoyo, Kec. Lowokwaru, Kota Malang, Jawa Timur 65144, Indonesia",ID,Malang City,East Java,Tidak Ada,+62 341 571485,-7.9385924,112.6069826,Warung,Lowokwaru,Dinoyo,4.0,26.0,False,False,True,False,False,False,False,False,False,False,7PM,7PM,7PM,7PM,7PM,7PM,7PM,11217,9,324.7,4.57,276.87,1131.0,1.0,36.08,0.0,36.08
Warung Kopi di Malang,Coffee Houses Redjo Utomo 2,319.0,4.3,"Jl. Sunan Kalijaga No.35A Kav 1, Dinoyo, Kec. Lowokwaru, Kota Malang, Jawa Timur 65149, Indonesia",ID,Malang City,East Java,Tidak Ada,+62 813-3406-5212,-7.9522497,112.6066167,Minuman,Lowokwaru,Dinoyo,4.0,26.0,False,False,True,False,False,False,False,False,False,False,8PM,7PM,7PM,6PM,9PM,8PM,8PM,11217,8,1445.45,4.57,276.87,1131.0,1.0,180.68,0.0,180.68
Warung Kopi di Malang,Beryl Coffee,702.0,4.7,"Jl. Tawangmangu No.21 blok a, Lowokwaru, Malang City, East Java 65141, Indonesia",ID,Malang City,East Java,Tidak Ada,+62 811-586-217,-7.9613291,112.631281,Minuman,Lowokwaru,Lowokwaru,33.0,79.0,False,False,False,False,False,True,False,False,False,False,7PM,7PM,7PM,7PM,7PM,7PM,7PM,19407,29,11246.75,4.55,621.97,8486.0,1.0,387.82,0.0,387.82
Warung Makan di Malang,Warung Sederhana Bu Riani,5.0,4.8,"Jl. Bunga Kumis Kucing No.20, Jatimulyo, Kec. Lowokwaru, Kota Malang, Jawa Timur 65141, Indonesia",ID,Malang City,East Java,Tidak Ada,+62 851-0217-1215,-7.9501222,112.6181945,Warung,Lowokwaru,Jatimulyo,7.0,1.0,False,False,True,False,False,False,False,False,False,False,7PM,7PM,7PM,7PM,7PM,7PM,7PM,19014,10,2450.65,4.57,1122.21,7949.0,1.0,245.06,0.0,245.06
Warung Kopi di Malang,Kopi Rase,287.0,4.6,"Jl. Galunggung IV, Gading Kasri, Kec. Klojen, Kota Malang, Jawa Timur 65115, Indonesia",ID,Malang City,East Java,https://www.instagram.com/kopirase/?hl=en,+62 817-7084-9050,-7.9723921,112.6133701,Minuman,Klojen,Klojen,45.0,20.0,False,False,True,False,False,False,False,False,False,False,11AM,10AM,5PM,6PM,6PM,5PM,6PM,5928,48,15239.695369284877,4.53,847.21,21451.0,1.0,317.49,0.0,317.49
Warung Makan di Malang,Saera Rumah Makan,1.0,4.0,"2JW6+Q3J, Jl. Gajayana, Ketawanggede, Kec. Lowokwaru, Kota Malang, Jawa Timur 65145, Indonesia",ID,Malang City,East Java,Tidak Ada,Tidak Ada,-7.9530297,112.6101342,Warung,Lowokwaru,Ketawanggede,0.0,33.0,False,False,True,False,False,False,False,False,False,False,7PM,7PM,7PM,7PM,7PM,7PM,7PM,5046,9,1402.05,4.55,285.07,2578.0,1.0,155.78,0.0,155.78
Warung Kopi di Malang,Filokofie,315.0,4.7,"Jl. S. Supriadi No.49B, Sukun, Kec. Sukun, Kota Malang, Jawa Timur 65147, Indonesia",ID,Malang City,East Java,Tidak Ada,+62 898-6382-671,-7.9911514,112.6214645,Lainnya,Sukun,Sukun,9.0,17.0,False,False,False,False,False,True,False,False,False,False,7PM,8PM,7PM,8PM,8PM,8PM,8PM,19320,5,641.4,4.57,648.53,4413.0,4.0,128.28,128.28,0.0
Warung Kopi di Malang,Kopi Lokal,111.0,4.6,"Mojolangu, Lowokwaru, Malang City, East Java 65142, Indonesia",ID,Malang City,East Java,Tidak Ada,Tidak Ada,-7.9338316,112.6295485,Minuman,Lowokwaru,Lowokwaru,33.0,79.0,False,False,True,False,False,False,False,False,False,False,7PM,7PM,7PM,7PM,7PM,7PM,7PM,19407,29,11246.75,4.55,621.97,8486.0,1.0,387.82,0.0,387.82
Warung Makan di Malang,Warung Makan Bu Lila,769.0597889800704,4.530949589683471,"Gg. 5 No.157, Mergosono, Kec. Kedungkandang, Kota Malang, Jawa Timur 65134, Indonesia",ID,Malang City,East Java,Tidak Ada,+62 822-4323-2626,-7.9995805,112.63203,Warung,Kedungkandang,Kedungkandang,10.0,10.0,False,False,True,False,False,False,False,False,False,False,7PM,7PM,7PM,7PM,7PM,7PM,7PM,11781,14,2028.236107854631,4.58,367.15,2077.0,1.0,144.87,0.0,144.87
Warung Kopi di Malang,KITE KOPITIAM,56.0,4.7,"Jl. Veteran No.18, Ketawanggede, Kec. Lowokwaru, Kota Malang, Jawa Timur 65113, Indonesia",ID,Malang City,East Java,https://instagram.com/kitecoffee.mlg?igshid=YmMyMTA2M2Y=,+62 821-4297-5850,-7.9564576,112.61378,Masakan Cina,Lowokwaru,Ketawanggede,0.0,33.0,False,False,True,False,False,False,False,False,False,False,5PM,5PM,6PM,7PM,5PM,8PM,4PM,5046,1,30.35,4.55,285.07,2578.0,1.0,30.35,30.35,0.0
Warung Kopi di Malang,Kedai Kopi K26,29.0,4.7,"Jl. Lap. Brawijaya No.Kav 26, Kesatrian, Kec. Blimbing, Kota Malang, Jawa Timur, Indonesia",ID,Malang City,East Java,Tidak Ada,Tidak Ada,-7.9722817,112.6415935,Minuman,Blimbing,Blimbing,44.0,14.0,False,False,True,False,False,False,False,False,False,False,5PM,1PM,6PM,8PM,6AM,9AM,12AM,8733,15,1690.9,4.52,664.83,6759.0,1.0,112.73,0.0,112.73
Warung Makan di Malang,Warung Nasi Jagung Tawangmangu,1.0,5.0,"Pasar tawangmangu, Jl. Sendang Biru, Lowokwaru, Kec. Lowokwaru, Kota Malang, Jawa Timur 65141, Indonesia",ID,Malang City,East Java,Tidak Ada,+62 821-1115-2767,-7.9602559,112.6306758,Olahan Nasi,Lowokwaru,Lowokwaru,33.0,79.0,False,False,True,False,False,False,False,False,False,False,1PM,12PM,2PM,11AM,12PM,7PM,1PM,19407,15,911.3,4.55,621.97,8486.0,1.0,60.75,0.0,60.75
Warung Kopi di Malang,Sableng Warung Kopi,32.0,4.9,"Komplek Ruko, Jl.Untung Suropati Utara Sebelah Belakang No.2, Kesatrian, Blimbing, Malang City, East Java, Indonesia",ID,Malang City,East Java,https://instagram.com/sablengwarungkopi?igshid=Y2I2MzMwZWM3ZA==,Tidak Ada,-7.980233,112.6394898,Minuman,Blimbing,Blimbing,44.0,14.0,False,False,True,False,False,False,False,False,False,False,6PM,11AM,1PM,4PM,12PM,5PM,2PM,8733,15,1690.9,4.52,664.83,6759.0,1.0,112.73,0.0,112.73
Warung Makan di Malang,Alini Kedai Makan,1.0,4.0,"Jl. Guntur No.33, Oro-oro Dowo, Kec. Klojen, Kota Malang, Jawa Timur 65119, Indonesia",ID,Malang City,East Java,Tidak Ada,+62 341 364042,-7.9682258,112.6282175,Minuman,Klojen,Klojen,45.0,20.0,False,False,True,False,False,False,False,False,False,False,7PM,7PM,7PM,7PM,7PM,7PM,7PM,5928,48,15239.695369284877,4.53,847.21,21451.0,1.0,317.49,0.0,317.49
Warung Makan di Malang,Warung Lalapan Bu Nur,2.0,5.0,"2J4P+965, Jl. Kebalen Wetan, RT.03/RW.03, Kotalama, Malang, Kota Malang, Jawa Timur 65136, Indonesia",ID,Malang City,East Java,Tidak Ada,+62 823-3145-4057,-7.9941247,112.6356234,Warung,Kedungkandang,Kotalama,0.0,0.0,False,False,True,False,False,False,False,False,False,False,7PM,7PM,7PM,7PM,7PM,7PM,7PM,29403,1,3.5,5.0,2.0,2.0,2.0,3.5,3.5,0.0
Warung Makan di Malang,Warung Buk Min,4.0,4.3,"Jl. Kebalen Wetan No.2, Kotalama, Kec. Kedungkandang, Kota Malang, Jawa Timur 65134, Indonesia",ID,Malang City,East Java,Tidak Ada,+62 859-3309-0006,-7.9939729,112.6339578,Warung,Kedungkandang,Kedungkandang,10.0,10.0,False,False,True,False,False,False,False,False,False,False,7PM,7PM,7PM,7PM,7PM,7PM,7PM,11781,14,2028.236107854631,4.58,367.15,2077.0,1.0,144.87,0.0,144.87
Warung Kopi di Malang,Mangun Karsa Cafè,113.0,4.5,"Jl. Candi Panggung raya No.62 A, Candi panggung, Kec. Lowokwaru, Kota Malang, Jawa Timur 65141, Indonesia",ID,Malang City,East Java,Tidak Ada,+62 857-3051-2606,-7.9361542,112.6181926,Lainnya,Lowokwaru,Lowokwaru,33.0,79.0,False,False,True,False,False,False,False,False,False,False,3PM,2PM,7PM,3PM,10AM,12PM,12PM,19407,25,6076.58610785463,4.55,621.97,8486.0,1.0,243.06,0.0,243.06
Warung Kopi di Malang,Sanger Warung Kopi Aceh,1042.0,4.3,"Jl. Bunga Coklat No.3, Jatimulyo, Kec. Lowokwaru, Kota Malang, Jawa Timur 65141, Indonesia",ID,Malang City,East Java,Tidak Ada,+62 812-3317-9605,-7.9447488,112.6200631,Minuman,Lowokwaru,Jatimulyo,7.0,1.0,False,False,False,False,False,True,False,False,False,False,7PM,6PM,8PM,7PM,7PM,7PM,1PM,19014,8,4480.55,4.57,1122.21,7949.0,1.0,560.07,0.0,560.07
Warung Makan di Malang,Warung Bu Cun,4.0,4.0,"2JPP+8MG, Jl. Mahakam, Rampal Celaket, Kec. Klojen, Kota Malang, Jawa Timur 65111, Indonesia",ID,Malang City,East Java,Tidak Ada,+62 822-3287-0626,-7.9641763,112.6367064,Warung,Klojen,Klojen,45.0,20.0,False,False,True,False,False,False,False,False,False,False,7PM,7PM,7PM,7PM,7PM,7PM,7PM,5928,53,12486.890738569753,4.53,847.21,21451.0,1.0,235.6,0.0,235.6
Warung Kopi di Malang,Waroeng Ijo,50.0,4.5,"Jl. Tangkuban Perahu No.11, Kauman, Kec. Klojen, Kota Malang, Jawa Timur 65119, Indonesia",ID,Malang City,East Java,Tidak Ada,+62 812-3147-0786,-7.9764368,112.625657,Warung,Klojen,Kauman,10.0,6.0,False,False,True,False,False,False,False,False,False,False,7PM,7PM,7PM,7PM,7PM,7PM,7PM,9063,6,1115.745369284877,4.43,1342.15,7391.0,2.0,185.96,0.0,185.96
Warung Kopi di Malang,Komol Kopi,393.0,4.6,"Jl. Terusan Piranha Atas No.111B, Tunjungsekar, Kec. Lowokwaru, Kota Malang, Jawa Timur 65142, Indonesia",ID,Malang City,East Java,Tidak Ada,Tidak Ada,-7.9291531,112.6329207,Minuman,Lowokwaru,Lowokwaru,33.0,79.0,False,False,True,False,False,False,False,False,False,False,9PM,10PM,10PM,10PM,10PM,10PM,9PM,19407,29,11246.75,4.55,621.97,8486.0,1.0,387.82,0.0,387.82
Warung Kopi di Malang,Warung Kopi Pojok & Dya Juice,124.0,4.4,"2JGR+VWV, Jl. Ronggo Lawe, Kesatrian, Kec. Blimbing, Kota Malang, Jawa Timur 65126, Indonesia",ID,Malang City,East Java,Tidak Ada,+62 838-4849-5757,-7.9727709,112.6422836,Minuman,Blimbing,Blimbing,44.0,14.0,False,False,True,False,False,False,False,False,False,False,10AM,9AM,8AM,10AM,9AM,9AM,10PM,8733,15,1690.9,4.52,664.83,6759.0,1.0,112.73,0.0,112.73
Warung Kopi di Malang,Dialoogi Space & Coffee,1096.0,4.6,"Jl. Soekarno Hatta No.D-505, Mojolangu, Kec. Lowokwaru, Kota Malang, Jawa Timur 65141, Indonesia",ID,Malang City,East Java,https://www.instagram.com/dialoogi.spaceandcoffee/,Tidak Ada,-7.9402221,112.6237769,Minuman,Lowokwaru,Lowokwaru,33.0,79.0,False,False,False,False,False,True,False,False,False,False,4PM,3PM,2PM,3PM,4PM,8PM,6PM,19407,29,11246.75,4.55,621.97,8486.0,1.0,387.82,0.0,387.82
Warung Makan di Malang,Warung Pojok 310,3.0,4.0,"Jl. Raya Sumbersari No.307, Ketawanggede, Kec. Lowokwaru, Kota Malang, Jawa Timur 65145, Indonesia",ID,Malang City,East Java,Tidak Ada,+62 812-3367-8985,-7.956603,112.612517,Warung,Lowokwaru,Ketawanggede,0.0,33.0,False,False,True,False,False,False,False,False,False,False,7PM,7PM,7PM,7PM,7PM,7PM,7PM,5046,9,1402.05,4.55,285.07,2578.0,1.0,155.78,0.0,155.78
Warung Makan di Malang,IJEN RESTO,1.0,5.0,"Nirwana Residence, Jl. Castelo Jl. Besar Ijen, Samaan, Kec. Klojen, Kota Malang, Jawa Timur 65112, Indonesia",ID,Malang City,East Java,Tidak Ada,+62 812-3530-500,-7.9666239,112.6326467,Restoran,Klojen,Klojen,45.0,20.0,False,False,True,False,False,False,False,False,False,False,2AM,11AM,8AM,7PM,4PM,7AM,4AM,5928,22,14601.381477139506,4.53,847.21,21451.0,1.0,663.7,0.0,663.7
Warung Makan di Malang,WARUNG,2.0,5.0,"Jl. Zaenal Zakse No.69, Jodipan, Kec. Blimbing, Kota Malang, Jawa Timur 65136, Indonesia",ID,Malang City,East Java,Tidak Ada,+62 878-5923-3022,-7.988248,112.6382478,Warung,Blimbing,Blimbing,44.0,14.0,False,False,True,False,False,False,False,False,False,False,7PM,7PM,7PM,7PM,7PM,7PM,7PM,8733,16,3546.3,4.52,664.83,6759.0,1.0,221.64,0.0,221.64
Warung Kopi di Malang,pulosari Kopi,126.0,4.6,"Jl. Pulosari No.15, Gading Kasri, Kec. Klojen, Kota Malang, Jawa Timur 65115, Indonesia",ID,Malang City,East Java,Tidak Ada,Tidak Ada,-7.9740582,112.6173616,Minuman,Klojen,Klojen,45.0,20.0,False,False,True,False,False,False,False,False,False,False,9AM,9AM,9AM,10AM,10AM,9AM,10AM,5928,48,15239.695369284877,4.53,847.21,21451.0,1.0,317.49,0.0,317.49
Warung Makan di Malang,Warung Lebaksari,7.0,4.9,"Jl. Lebaksari No.18, RW.3, Lowokwaru, Kec. Lowokwaru, Kota Malang, Jawa Timur 65141, Indonesia",ID,Malang City,East Java,Tidak Ada,+62 851-0236-6167,-7.9618597,112.6330199,Warung,Lowokwaru,Lowokwaru,33.0,79.0,False,False,True,False,False,False,False,False,False,False,9AM,9AM,5PM,7AM,6PM,8AM,7PM,19407,28,7638.795369284877,4.55,621.97,8486.0,1.0,272.81,0.0,272.81
Warung Kopi di Malang,Cale Cafe Malang,316.0,4.6,"Jl. Danau Jonge No.h4 e 40, Madyopuro, Kec. Kedungkandang, Kota Malang, Jawa Timur 65142, Indonesia",ID,Malang City,East Java,https://www.instagram.com/calecafe_mlg/?utm_medium=copy_link,+62 823-3353-6501,-7.9734224,112.6681017,Minuman,Kedungkandang,Kedungkandang,10.0,10.0,False,False,False,False,False,True,False,False,False,False,7PM,7PM,7PM,7PM,7PM,7PM,7PM,11781,5,381.65,4.58,367.15,2077.0,1.0,76.33,76.33,0.0
Warung Makan di Malang,Warung nasi mak kah,1.0,5.0,"Jl. MT. Haryono No.192-198, Dinoyo, Kec. Lowokwaru, Kota Malang, Jawa Timur 65144, Indonesia",ID,Malang City,East Java,Tidak Ada,Tidak Ada,-7.9375584,112.6063435,Olahan Nasi,Lowokwaru,Dinoyo,4.0,26.0,False,False,True,False,False,False,False,False,False,False,7PM,7PM,7PM,7PM,7PM,7PM,7PM,11217,4,1344.3407385697537,4.57,276.87,1131.0,1.0,336.09,336.09,0.0
Warung Kopi di Malang,Toko Kopi Sidomukti,293.0,4.6,"Jl. Sutan Syahrir No.5, Sukoharjo, Kec. Klojen, Kota Malang, Jawa Timur 65117, Indonesia",ID,Malang City,East Java,https://shopee.co.id/product/13541483/6838798629?smtt=0.0.10,+62 811-367-899,-7.9855007,112.630972,Minuman,Klojen,Klojen,45.0,20.0,False,False,False,False,False,True,False,False,False,False,8AM,1PM,8AM,8AM,8AM,10AM,7PM,5928,48,15239.695369284877,4.53,847.21,21451.0,1.0,317.49,0.0,317.49
Warung Kopi di Malang,Warung Kopi Apache,33.0,4.5,"Jl. Ikan Kakap No.1, Tunjungsekar, Kec. Lowokwaru, Kota Malang, Jawa Timur 65142, Indonesia",ID,Malang City,East Java,Tidak Ada,Tidak Ada,-7.9282342,112.6305293,Minuman,Lowokwaru,Lowokwaru,33.0,79.0,False,False,True,False,False,False,False,False,False,False,4AM,11AM,9AM,8PM,10PM,6PM,1PM,19407,29,11246.75,4.55,621.97,8486.0,1.0,387.82,0.0,387.82
Warung Kopi di Malang,LAS Kopi Malang,185.0,4.5,"Jl. Sunan Pandanaran No.6, RT.004/RW.008, Karangbesuki, Kec. Sukun, Kota Malang, Jawa Timur 65149, Indonesia",ID,Malang City,East Java,Tidak Ada,+62 812-3566-1839,-7.9543638,112.6073174,Minuman,Sukun,Karangbesuki,6.0,4.0,False,False,True,False,False,False,False,False,False,False,10PM,11PM,10PM,10PM,10PM,10PM,10PM,19668,4,1443.25,4.62,502.83,1808.0,45.0,360.81,360.81,0.0
Warung Kopi di Malang,Warung Kopi Koplak,13.0,4.8,"Jl. Doktor Sutomo No.35, Klojen, Kec. Klojen, Kota Malang, Jawa Timur 65111, Indonesia",ID,Malang City,East Java,Tidak Ada,Tidak Ada,-7.9718507,112.6363115,Minuman,Klojen,Klojen,45.0,20.0,False,False,True,False,False,False,False,False,False,False,7PM,7PM,7PM,7PM,7PM,7PM,7PM,5928,48,15239.695369284877,4.53,847.21,21451.0,1.0,317.49,0.0,317.49
Warung Makan di Malang,Warung Nasi,2.0,3.0,"Jl. Brigjend Slamet Riadi No.152 B, Oro-oro Dowo, Kec. Klojen, Kota Malang, Jawa Timur 65119, Indonesia",ID,Malang City,East Java,Tidak Ada,+62 341 361357,-7.9636309,112.6272273,Olahan Nasi,Klojen,Klojen,45.0,20.0,False,False,True,False,False,False,False,False,False,False,6PM,11AM,2PM,8AM,2PM,2PM,11AM,5928,12,2439.3,4.53,847.21,21451.0,1.0,203.28,0.0,203.28
